20210126135958.693,,2020-1019-04,6c7b8985-7a37-4d44-bb72-bb1e67fab4fc,작업리더_6,4,550349a9-3f00-4f41-98b3-efb0c682326a,2540,-2957,0,none,none,,0,Data Recoder,TopHead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,LeftLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,RightLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210126135959.701,,2020-1019-04,6c7b8985-7a37-4d44-bb72-bb1e67fab4fc,작업리더_6,4,550349a9-3f00-4f41-98b3-efb0c682326a,2368,-2723,0,none,none,,0,Data Recoder,TopHead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,LeftLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,RightLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210126140000.707,,2020-1019-04,6c7b8985-7a37-4d44-bb72-bb1e67fab4fc,작업리더_6,4,550349a9-3f00-4f41-98b3-efb0c682326a,1855,-2444,0,none,none,,0,Data Recoder,TopHead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,LeftLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,RightLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210126140001.711,,2020-1019-04,6c7b8985-7a37-4d44-bb72-bb1e67fab4fc,작업리더_6,4,550349a9-3f00-4f41-98b3-efb0c682326a,1776,-2242,0,none,none,,0,Data Recoder,TopHead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,LeftLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,RightLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210126140002.717,,2020-1019-04,6c7b8985-7a37-4d44-bb72-bb1e67fab4fc,작업리더_6,4,550349a9-3f00-4f41-98b3-efb0c682326a,1708,-1876,0,none,none,,0,Data Recoder,TopHead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,LeftLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,RightLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210126140003.722,,2020-1019-04,6c7b8985-7a37-4d44-bb72-bb1e67fab4fc,작업리더_6,4,550349a9-3f00-4f41-98b3-efb0c682326a,1661,-1640,0,none,none,,0,Data Recoder,TopHead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,LeftLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,RightLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210126140004.728,,2020-1019-04,6c7b8985-7a37-4d44-bb72-bb1e67fab4fc,작업리더_6,4,550349a9-3f00-4f41-98b3-efb0c682326a,1572,-1388,0,none,none,,0,Data Recoder,TopHead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,LeftLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,RightLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210126140005.735,,2020-1019-04,6c7b8985-7a37-4d44-bb72-bb1e67fab4fc,작업리더_6,4,550349a9-3f00-4f41-98b3-efb0c682326a,1611,-1203,0,none,none,,0,Data Recoder,TopHead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,LeftLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,RightLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210126140006.741,,2020-1019-04,6c7b8985-7a37-4d44-bb72-bb1e67fab4fc,작업리더_6,4,550349a9-3f00-4f41-98b3-efb0c682326a,1523,-1044,0,none,none,,0,Data Recoder,TopHead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,LeftLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,RightLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210126140007.748,,2020-1019-04,6c7b8985-7a37-4d44-bb72-bb1e67fab4fc,작업리더_6,4,550349a9-3f00-4f41-98b3-efb0c682326a,1522,-876,0,none,none,,0,Data Recoder,TopHead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,LeftLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Data Recoder,RightLeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
